"","cocktail_id","generation","cocktail_no","solution_component_no","concentration","units","name","ph"
"652","4f15c1c0eeaabc8234002b23",8,"C0294",2,0.1,"M","Tris",8
"653","4f15c1c0eeaabc8234002b23",8,"C0294",3,20,"% (w/v)","polyethylene glycol 20000",8
"654","4f15c1c0eeaabc8234002b24",8,"C0295",1,0.1,"M","Sodium nitrate",7
"655","4f15c1c0eeaabc8234002b24",8,"C0295",2,0.1,"M","Bis-Tris Propane",7
"656","4f15c1c0eeaabc8234002b24",8,"C0295",3,20,"% (w/v)","polyethylene glycol 20000",7
"657","4f15c1c0eeaabc8234002b25",8,"C0296",1,0.1,"M","Sodium phosphate monobasic",4.2
"658","4f15c1c0eeaabc8234002b25",8,"C0296",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"659","4f15c1c0eeaabc8234002b25",8,"C0296",3,20,"% (w/v)","polyethylene glycol 20000",4.2
"660","4f15c1c0eeaabc8234002b26",8,"C0297",1,0.1,"M","Sodium phosphate monobasic",6
"661","4f15c1c0eeaabc8234002b26",8,"C0297",2,0.1,"M","MES monohydrate",6
"662","4f15c1c0eeaabc8234002b26",8,"C0297",3,20,"% (w/v)","polyethylene glycol 20000",6
"663","4f15c1c0eeaabc8234002b27",8,"C0298",1,0.1,"M","Sodium thiosulfate pentahydrate",8
"664","4f15c1c0eeaabc8234002b27",8,"C0298",2,0.1,"M","Tris",8
"665","4f15c1c0eeaabc8234002b27",8,"C0298",3,20,"% (w/v)","polyethylene glycol 20000",8
"666","4f15c1c0eeaabc8234002b28",8,"C0299",1,0.1,"M","Zinc acetate dihydrate",6
"667","4f15c1c0eeaabc8234002b28",8,"C0299",2,0.1,"M","MES monohydrate",6
"668","4f15c1c0eeaabc8234002b28",8,"C0299",3,20,"% (w/v)","polyethylene glycol 20000",6
"669","4f15c1c0eeaabc8234002b29",8,"C0300",1,0.1,"M","Zinc acetate dihydrate",5
"670","4f15c1c0eeaabc8234002b29",8,"C0300",2,0.1,"M","Sodium acetate trihydrate",5
"671","4f15c1c0eeaabc8234002b29",8,"C0300",3,20,"% (w/v)","polyethylene glycol 20000",5
"672","4f15c1c0eeaabc8234002b2a",8,"C0301",1,0.1,"M","Potassium phosphate dibasic anhydrous",10
"673","4f15c1c0eeaabc8234002b2a",8,"C0301",2,0.1,"M","CAPS",10
"674","4f15c1c0eeaabc8234002b2a",8,"C0301",3,20,"% (w/v)","polyethylene glycol 20000",10
"675","4f15c1c0eeaabc8234002b2b",8,"C0302",1,0.1,"M","Cobalt (II) sulfate heptahydrate",7
"676","4f15c1c0eeaabc8234002b2b",8,"C0302",2,0.1,"M","Bis-Tris Propane",7
"677","4f15c1c0eeaabc8234002b2b",8,"C0302",3,20,"% (w/v)","polyethylene glycol 20000",7
"678","4f15c1c0eeaabc8234002b2c",8,"C0303",1,0.1,"M","Lithium sulfate monohydrate",6
"679","4f15c1c0eeaabc8234002b2c",8,"C0303",2,0.1,"M","MES monohydrate",6
"680","4f15c1c0eeaabc8234002b2c",8,"C0303",3,20,"% (w/v)","polyethylene glycol 20000",6
"681","4f15c1c0eeaabc8234002b2d",8,"C0304",1,0.1,"M","Lithium sulfate monohydrate",4.2
"682","4f15c1c0eeaabc8234002b2d",8,"C0304",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"683","4f15c1c0eeaabc8234002b2d",8,"C0304",3,20,"% (w/v)","polyethylene glycol 20000",4.2
"684","4f15c1c0eeaabc8234002b2e",8,"C0305",1,0.1,"M","Potassium phosphate tribasic",9
"685","4f15c1c0eeaabc8234002b2e",8,"C0305",2,0.1,"M","TAPS",9
"686","4f15c1c0eeaabc8234002b2e",8,"C0305",3,20,"% (w/v)","polyethylene glycol 20000",9
"687","4f15c1c0eeaabc8234002b2f",8,"C0306",1,0.1,"M","Potassium phosphate tribasic",10
"688","4f15c1c0eeaabc8234002b2f",8,"C0306",2,0.1,"M","CAPS",10
"689","4f15c1c0eeaabc8234002b2f",8,"C0306",3,20,"% (w/v)","polyethylene glycol 20000",10
"690","4f15c1c0eeaabc8234002b30",8,"C0307",1,0.1,"M","Ammonium thiocyanate",7.5
"691","4f15c1c0eeaabc8234002b30",8,"C0307",2,0.1,"M","HEPES",7.5
"692","4f15c1c0eeaabc8234002b30",8,"C0307",3,20,"% (w/v)","polyethylene glycol 20000",7.5
"693","4f15c1c0eeaabc8234002b31",8,"C0308",1,0.1,"M","Manganese sulfate monohydrate",5
"694","4f15c1c0eeaabc8234002b31",8,"C0308",2,0.1,"M","Sodium acetate trihydrate",5
"695","4f15c1c0eeaabc8234002b31",8,"C0308",3,20,"% (w/v)","polyethylene glycol 20000",5
"696","4f15c1c0eeaabc8234002b32",8,"C0309",1,1.5,"M","Ammonium sulfate",5.21
"697","4f15c1c0eeaabc8234002b32",8,"C0309",2,25,"% (v/v)","Glycerol anhydrous",5.21
"698","4f15c1c0eeaabc8234002b33",8,"C0310",1,10,"% (v/v)","Glycerol anhydrous",8.51
"699","4f15c1c0eeaabc8234002b33",8,"C0310",2,3.6,"M","Sodium formate",8.51
"700","4f15c1c0eeaabc8234002b34",8,"C0311",1,0.1,"M","Magnesium nitrate hexahydrate",5
"701","4f15c1c0eeaabc8234002b34",8,"C0311",2,0.1,"M","Sodium acetate trihydrate",5
"702","4f15c1c0eeaabc8234002b34",8,"C0311",3,20,"% (w/v)","polyethylene glycol 20000",5
"703","4f15c1c0eeaabc8234002b35",8,"C0312",1,0.1,"M","Magnesium nitrate hexahydrate",8
"704","4f15c1c0eeaabc8234002b35",8,"C0312",2,0.1,"M","Tris",8
"705","4f15c1c0eeaabc8234002b35",8,"C0312",3,20,"% (w/v)","polyethylene glycol 20000",8
"706","4f15c1c0eeaabc8234002b36",8,"C0313",1,0.1,"M","Magnesium nitrate hexahydrate",7
"707","4f15c1c0eeaabc8234002b36",8,"C0313",2,0.1,"M","Bis-Tris Propane",7
"708","4f15c1c0eeaabc8234002b36",8,"C0313",3,20,"% (w/v)","polyethylene glycol 20000",7
"709","4f15c1c0eeaabc8234002b37",8,"C0314",1,0.1,"M","Ammonium bromide",7
"710","4f15c1c0eeaabc8234002b37",8,"C0314",2,0.1,"M","Bis-Tris Propane",7
"711","4f15c1c0eeaabc8234002b37",8,"C0314",3,40,"% (w/v)","polyethylene glycol 20000",7
"712","4f15c1c0eeaabc8234002b38",8,"C0315",1,0.1,"M","Ammonium chloride",6
"713","4f15c1c0eeaabc8234002b38",8,"C0315",2,0.1,"M","MES monohydrate",6
"714","4f15c1c0eeaabc8234002b38",8,"C0315",3,40,"% (w/v)","polyethylene glycol 20000",6
"715","4f15c1c0eeaabc8234002b39",8,"C0316",1,0.1,"M","Ammonium chloride",7
"716","4f15c1c0eeaabc8234002b39",8,"C0316",2,0.1,"M","Bis-Tris Propane",7
"717","4f15c1c0eeaabc8234002b39",8,"C0316",3,40,"% (w/v)","polyethylene glycol 20000",7
"718","4f15c1c0eeaabc8234002b3a",8,"C0317",1,0.1,"M","Ammonium nitrate",8
"719","4f15c1c0eeaabc8234002b3a",8,"C0317",2,0.1,"M","Tris",8
"720","4f15c1c0eeaabc8234002b3a",8,"C0317",3,40,"% (w/v)","polyethylene glycol 20000",8
"721","4f15c1c0eeaabc8234002b3b",8,"C0318",1,0.1,"M","Ammonium nitrate",5
"722","4f15c1c0eeaabc8234002b3b",8,"C0318",2,0.1,"M","Sodium acetate trihydrate",5
"723","4f15c1c0eeaabc8234002b3b",8,"C0318",3,40,"% (w/v)","polyethylene glycol 20000",5
"724","4f15c1c0eeaabc8234002b3c",8,"C0319",1,0.1,"M","Ammonium phosphate monobasic",4.2
"725","4f15c1c0eeaabc8234002b3c",8,"C0319",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"726","4f15c1c0eeaabc8234002b3c",8,"C0319",3,40,"% (w/v)","polyethylene glycol 20000",4.2
"727","4f15c1c0eeaabc8234002b3d",8,"C0320",1,0.1,"M","Ammonium phosphate monobasic",8
"728","4f15c1c0eeaabc8234002b3d",8,"C0320",2,0.1,"M","Tris",8
"729","4f15c1c0eeaabc8234002b3d",8,"C0320",3,40,"% (w/v)","polyethylene glycol 20000",8
"730","4f15c1c0eeaabc8234002b3e",8,"C0321",1,0.1,"M","Ammonium phosphate dibasic",7
"731","4f15c1c0eeaabc8234002b3e",8,"C0321",2,0.1,"M","Bis-Tris Propane",7
"732","4f15c1c0eeaabc8234002b3e",8,"C0321",3,20,"% (w/v)","polyethylene glycol 20000",7
"733","4f15c1c0eeaabc8234002b3f",8,"C0322",1,0.1,"M","Ammonium sulfate",4.2
"734","4f15c1c0eeaabc8234002b3f",8,"C0322",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"735","4f15c1c0eeaabc8234002b3f",8,"C0322",3,40,"% (w/v)","polyethylene glycol 20000",4.2
"736","4f15c1c0eeaabc8234002b40",8,"C0323",1,0.1,"M","Ammonium sulfate",8
"737","4f15c1c0eeaabc8234002b40",8,"C0323",2,0.1,"M","Tris",8
"738","4f15c1c0eeaabc8234002b40",8,"C0323",3,40,"% (w/v)","polyethylene glycol 20000",8
"739","4f15c1c0eeaabc8234002b41",8,"C0324",1,0.1,"M","Ammonium sulfate",5
"740","4f15c1c0eeaabc8234002b41",8,"C0324",2,0.1,"M","Sodium acetate trihydrate",5
"741","4f15c1c0eeaabc8234002b41",8,"C0324",3,40,"% (w/v)","polyethylene glycol 20000",5
"742","4f15c1c0eeaabc8234002b42",8,"C0325",1,0.09,"M","Sodium citrate tribasic dihydrate",5.6
"743","4f15c1c0eeaabc8234002b42",8,"C0325",2,25.5,"% (w/v)","polyethylene glycol 4000",5.6
"744","4f15c1c0eeaabc8234002b42",8,"C0325",3,15,"% (v/v)","Glycerol anhydrous",5.6
"745","4f15c1c0eeaabc8234002b42",8,"C0325",4,0.17,"M","Ammonium acetate",5.6
"746","4f15c1c0eeaabc8234002b43",8,"C0326",1,0.1,"M","Calcium acetate",7
"747","4f15c1c0eeaabc8234002b43",8,"C0326",2,0.1,"M","Bis-Tris Propane",7
"748","4f15c1c0eeaabc8234002b43",8,"C0326",3,40,"% (w/v)","polyethylene glycol 20000",7
"749","4f15c1c0eeaabc8234002b44",8,"C0327",1,0.1,"M","Lithium bromide",10
"750","4f15c1c0eeaabc8234002b44",8,"C0327",2,0.1,"M","CAPS",10
"751","4f15c1c0eeaabc8234002b44",8,"C0327",3,40,"% (w/v)","polyethylene glycol 20000",10
"752","4f15c1c0eeaabc8234002b45",8,"C0328",1,0.1,"M","Lithium bromide",7.5
"753","4f15c1c0eeaabc8234002b45",8,"C0328",2,0.1,"M","HEPES",7.5
"754","4f15c1c0eeaabc8234002b45",8,"C0328",3,40,"% (w/v)","polyethylene glycol 20000",7.5
"755","4f15c1c0eeaabc8234002b46",8,"C0329",1,0.1,"M","Lithium bromide",6
"756","4f15c1c0eeaabc8234002b46",8,"C0329",2,0.1,"M","MES monohydrate",6
"757","4f15c1c0eeaabc8234002b46",8,"C0329",3,40,"% (w/v)","polyethylene glycol 20000",6
"758","4f15c1c0eeaabc8234002b47",8,"C0330",1,0.1,"M","Lithium chloride",8
"759","4f15c1c0eeaabc8234002b47",8,"C0330",2,0.1,"M","Tris",8
"760","4f15c1c0eeaabc8234002b47",8,"C0330",3,40,"% (w/v)","polyethylene glycol 20000",8
"761","4f15c1c0eeaabc8234002b48",8,"C0331",1,0.1,"M","Magnesium acetate tetrahydrate",6
"762","4f15c1c0eeaabc8234002b48",8,"C0331",2,0.1,"M","MES monohydrate",6
"763","4f15c1c0eeaabc8234002b48",8,"C0331",3,40,"% (w/v)","polyethylene glycol 20000",6
"764","4f15c1c0eeaabc8234002b49",8,"C0332",1,0.1,"M","Magnesium acetate tetrahydrate",9
"765","4f15c1c0eeaabc8234002b49",8,"C0332",2,0.1,"M","TAPS",9
"766","4f15c1c0eeaabc8234002b49",8,"C0332",3,40,"% (w/v)","polyethylene glycol 20000",9
"767","4f15c1c0eeaabc8234002b4a",8,"C0333",1,0.1,"M","Magnesium acetate tetrahydrate",5
"768","4f15c1c0eeaabc8234002b4a",8,"C0333",2,0.1,"M","Sodium acetate trihydrate",5
"769","4f15c1c0eeaabc8234002b4a",8,"C0333",3,40,"% (w/v)","polyethylene glycol 20000",5
"770","4f15c1c0eeaabc8234002b4b",8,"C0334",1,0.1,"M","Magnesium chloride hexahydrate",5
"771","4f15c1c0eeaabc8234002b4b",8,"C0334",2,0.1,"M","Sodium acetate trihydrate",5
"772","4f15c1c0eeaabc8234002b4b",8,"C0334",3,40,"% (w/v)","polyethylene glycol 20000",5
"773","4f15c1c0eeaabc8234002b4c",8,"C0335",1,0.1,"M","Magnesium sulfate heptahydrate",5
"774","4f15c1c0eeaabc8234002b4c",8,"C0335",2,0.1,"M","Sodium acetate trihydrate",5
"775","4f15c1c0eeaabc8234002b4c",8,"C0335",3,20,"% (w/v)","polyethylene glycol 20000",5
"776","4f15c1c0eeaabc8234002b4d",8,"C0336",1,0.1,"M","Magnesium sulfate heptahydrate",6
"777","4f15c1c0eeaabc8234002b4d",8,"C0336",2,0.1,"M","MES monohydrate",6
"778","4f15c1c0eeaabc8234002b4d",8,"C0336",3,20,"% (w/v)","polyethylene glycol 20000",6
"779","4f15c1c0eeaabc8234002b4e",8,"C0337",1,0.1,"M","Magnesium sulfate heptahydrate",9
"780","4f15c1c0eeaabc8234002b4e",8,"C0337",2,0.1,"M","TAPS",9
"781","4f15c1c0eeaabc8234002b4e",8,"C0337",3,20,"% (w/v)","polyethylene glycol 20000",9
"782","4f15c1c0eeaabc8234002b4f",8,"C0338",1,0.1,"M","Potassium acetate",9
"783","4f15c1c0eeaabc8234002b4f",8,"C0338",2,0.1,"M","TAPS",9
"784","4f15c1c0eeaabc8234002b4f",8,"C0338",3,40,"% (w/v)","polyethylene glycol 20000",9
"785","4f15c1c0eeaabc8234002b50",8,"C0339",1,0.1,"M","Potassium bromide",10
"786","4f15c1c0eeaabc8234002b50",8,"C0339",2,0.1,"M","CAPS",10
"787","4f15c1c0eeaabc8234002b50",8,"C0339",3,40,"% (w/v)","polyethylene glycol 20000",10
"788","4f15c1c0eeaabc8234002b51",8,"C0340",1,0.1,"M","Potassium bromide",6
"789","4f15c1c0eeaabc8234002b51",8,"C0340",2,0.1,"M","MES monohydrate",6
"790","4f15c1c0eeaabc8234002b51",8,"C0340",3,40,"% (w/v)","polyethylene glycol 20000",6
"791","4f15c1c0eeaabc8234002b52",8,"C0341",1,0.1,"M","Potassium carbonate",6
"792","4f15c1c0eeaabc8234002b52",8,"C0341",2,0.1,"M","MES monohydrate",6
"793","4f15c1c0eeaabc8234002b52",8,"C0341",3,40,"% (w/v)","polyethylene glycol 20000",6
"794","4f15c1c0eeaabc8234002b53",8,"C0342",1,0.1,"M","Potassium carbonate",9
"795","4f15c1c0eeaabc8234002b53",8,"C0342",2,0.1,"M","TAPS",9
"796","4f15c1c0eeaabc8234002b53",8,"C0342",3,40,"% (w/v)","polyethylene glycol 20000",9
"797","4f15c1c0eeaabc8234002b54",8,"C0343",1,0.1,"M","Potassium chloride",8
"798","4f15c1c0eeaabc8234002b54",8,"C0343",2,0.1,"M","Tris",8
"799","4f15c1c0eeaabc8234002b54",8,"C0343",3,40,"% (w/v)","polyethylene glycol 20000",8
"800","4f15c1c0eeaabc8234002b55",8,"C0344",1,0.1,"M","Potassium chloride",7
"801","4f15c1c0eeaabc8234002b55",8,"C0344",2,0.1,"M","Bis-Tris Propane",7
"802","4f15c1c0eeaabc8234002b55",8,"C0344",3,40,"% (w/v)","polyethylene glycol 20000",7
"803","4f15c1c0eeaabc8234002b56",8,"C0345",1,0.1,"M","Potassium chloride",4.2
"804","4f15c1c0eeaabc8234002b56",8,"C0345",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"805","4f15c1c0eeaabc8234002b56",8,"C0345",3,40,"% (w/v)","polyethylene glycol 20000",4.2
"806","4f15c1c0eeaabc8234002b57",8,"C0346",1,0.1,"M","Potassium nitrate",7.5
"807","4f15c1c0eeaabc8234002b57",8,"C0346",2,0.1,"M","HEPES",7.5
"808","4f15c1c0eeaabc8234002b57",8,"C0346",3,40,"% (w/v)","polyethylene glycol 20000",7.5
"809","4f15c1c0eeaabc8234002b58",8,"C0347",1,0.1,"M","Potassium nitrate",5
"810","4f15c1c0eeaabc8234002b58",8,"C0347",2,0.1,"M","Sodium acetate trihydrate",5
"811","4f15c1c0eeaabc8234002b58",8,"C0347",3,40,"% (w/v)","polyethylene glycol 20000",5
"812","4f15c1c0eeaabc8234002b59",8,"C0348",1,0.1,"M","Potassium nitrate",9
"813","4f15c1c0eeaabc8234002b59",8,"C0348",2,0.1,"M","TAPS",9
"814","4f15c1c0eeaabc8234002b59",8,"C0348",3,40,"% (w/v)","polyethylene glycol 20000",9
"815","4f15c1c0eeaabc8234002b5a",8,"C0349",1,0.1,"M","Potassium phosphate monobasic",9
"816","4f15c1c0eeaabc8234002b5a",8,"C0349",2,0.1,"M","TAPS",9
"817","4f15c1c0eeaabc8234002b5a",8,"C0349",3,40,"% (w/v)","polyethylene glycol 20000",9
"818","4f15c1c0eeaabc8234002b5b",8,"C0350",1,0.1,"M","Potassium thiocyanate",6
"819","4f15c1c0eeaabc8234002b5b",8,"C0350",2,0.1,"M","MES monohydrate",6
"820","4f15c1c0eeaabc8234002b5b",8,"C0350",3,40,"% (w/v)","polyethylene glycol 20000",6
"821","4f15c1c0eeaabc8234002b5c",8,"C0351",1,0.1,"M","Potassium thiocyanate",10
"822","4f15c1c0eeaabc8234002b5c",8,"C0351",2,0.1,"M","CAPS",10
"823","4f15c1c0eeaabc8234002b5c",8,"C0351",3,40,"% (w/v)","polyethylene glycol 20000",10
"824","4f15c1c0eeaabc8234002b5d",8,"C0352",1,0.1,"M","Potassium thiocyanate",5
"825","4f15c1c0eeaabc8234002b5d",8,"C0352",2,0.1,"M","Sodium acetate trihydrate",5
"826","4f15c1c0eeaabc8234002b5d",8,"C0352",3,40,"% (w/v)","polyethylene glycol 20000",5
"827","4f15c1c0eeaabc8234002b5e",8,"C0353",1,0.1,"M","Rubidium chloride",10
"828","4f15c1c0eeaabc8234002b5e",8,"C0353",2,0.1,"M","CAPS",10
"829","4f15c1c0eeaabc8234002b5e",8,"C0353",3,40,"% (w/v)","polyethylene glycol 20000",10
"830","4f15c1c0eeaabc8234002b5f",8,"C0354",1,0.1,"M","Rubidium chloride",8
"831","4f15c1c0eeaabc8234002b5f",8,"C0354",2,0.1,"M","Tris",8
"832","4f15c1c0eeaabc8234002b5f",8,"C0354",3,40,"% (w/v)","polyethylene glycol 20000",8
"833","4f15c1c0eeaabc8234002b60",8,"C0355",1,0.1,"M","Rubidium chloride",7.5
"834","4f15c1c0eeaabc8234002b60",8,"C0355",2,0.1,"M","HEPES",7.5
"835","4f15c1c0eeaabc8234002b60",8,"C0355",3,40,"% (w/v)","polyethylene glycol 20000",7.5
"836","4f15c1c0eeaabc8234002b61",8,"C0356",1,0.1,"M","Sodium bromide",6
"837","4f15c1c0eeaabc8234002b61",8,"C0356",2,0.1,"M","MES monohydrate",6
"838","4f15c1c0eeaabc8234002b61",8,"C0356",3,40,"% (w/v)","polyethylene glycol 20000",6
"839","4f15c1c0eeaabc8234002b62",8,"C0357",1,0.1,"M","Sodium bromide",8
"840","4f15c1c0eeaabc8234002b62",8,"C0357",2,0.1,"M","Tris",8
"841","4f15c1c0eeaabc8234002b62",8,"C0357",3,40,"% (w/v)","polyethylene glycol 20000",8
"842","4f15c1c0eeaabc8234002b63",8,"C0358",1,0.1,"M","Sodium chloride",4.2
"843","4f15c1c0eeaabc8234002b63",8,"C0358",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"844","4f15c1c0eeaabc8234002b63",8,"C0358",3,40,"% (w/v)","polyethylene glycol 20000",4.2
"845","4f15c1c0eeaabc8234002b64",8,"C0359",1,0.1,"M","Sodium chloride",8
"846","4f15c1c0eeaabc8234002b64",8,"C0359",2,0.1,"M","Tris",8
"847","4f15c1c0eeaabc8234002b64",8,"C0359",3,40,"% (w/v)","polyethylene glycol 20000",8
"848","4f15c1c0eeaabc8234002b65",8,"C0360",1,0.1,"M","Sodium molybdate dihydrate",10
"849","4f15c1c0eeaabc8234002b65",8,"C0360",2,0.1,"M","CAPS",10
"850","4f15c1c0eeaabc8234002b65",8,"C0360",3,40,"% (w/v)","polyethylene glycol 20000",10
"851","4f15c1c0eeaabc8234002b66",8,"C0361",1,0.1,"M","Sodium molybdate dihydrate",7.5
"852","4f15c1c0eeaabc8234002b66",8,"C0361",2,0.1,"M","HEPES",7.5
"853","4f15c1c0eeaabc8234002b66",8,"C0361",3,40,"% (w/v)","polyethylene glycol 20000",7.5
"854","4f15c1c0eeaabc8234002b67",8,"C0362",1,0.1,"M","Sodium molybdate dihydrate",7
"855","4f15c1c0eeaabc8234002b67",8,"C0362",2,0.1,"M","Bis-Tris Propane",7
"856","4f15c1c0eeaabc8234002b67",8,"C0362",3,40,"% (w/v)","polyethylene glycol 20000",7
"857","4f15c1c0eeaabc8234002b68",8,"C0363",1,0.1,"M","Sodium molybdate dihydrate",9
"858","4f15c1c0eeaabc8234002b68",8,"C0363",2,0.1,"M","TAPS",9
"859","4f15c1c0eeaabc8234002b68",8,"C0363",3,40,"% (w/v)","polyethylene glycol 20000",9
"860","4f15c1c0eeaabc8234002b69",8,"C0364",1,0.1,"M","Sodium nitrate",4.2
"861","4f15c1c0eeaabc8234002b69",8,"C0364",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"862","4f15c1c0eeaabc8234002b69",8,"C0364",3,40,"% (w/v)","polyethylene glycol 20000",4.2
"863","4f15c1c0eeaabc8234002b6a",8,"C0365",1,0.1,"M","Sodium nitrate",7.5
"864","4f15c1c0eeaabc8234002b6a",8,"C0365",2,0.1,"M","HEPES",7.5
"865","4f15c1c0eeaabc8234002b6a",8,"C0365",3,40,"% (w/v)","polyethylene glycol 20000",7.5
"866","4f15c1c0eeaabc8234002b6b",8,"C0366",1,0.1,"M","Sodium nitrate",9
"867","4f15c1c0eeaabc8234002b6b",8,"C0366",2,0.1,"M","TAPS",9
"868","4f15c1c0eeaabc8234002b6b",8,"C0366",3,40,"% (w/v)","polyethylene glycol 20000",9
"869","4f15c1c0eeaabc8234002b6c",8,"C0367",1,0.1,"M","Sodium nitrate",5
"870","4f15c1c0eeaabc8234002b6c",8,"C0367",2,0.1,"M","Sodium acetate trihydrate",5
"871","4f15c1c0eeaabc8234002b6c",8,"C0367",3,40,"% (w/v)","polyethylene glycol 20000",5
"872","4f15c1c0eeaabc8234002b6d",8,"C0368",1,0.1,"M","Sodium phosphate monobasic",5
"873","4f15c1c0eeaabc8234002b6d",8,"C0368",2,0.1,"M","Sodium acetate trihydrate",5
"874","4f15c1c0eeaabc8234002b6d",8,"C0368",3,40,"% (w/v)","polyethylene glycol 20000",5
"875","4f15c1c0eeaabc8234002b6e",8,"C0369",1,0.1,"M","Sodium phosphate monobasic",10
"876","4f15c1c0eeaabc8234002b6e",8,"C0369",2,0.1,"M","CAPS",10
"877","4f15c1c0eeaabc8234002b6e",8,"C0369",3,40,"% (w/v)","polyethylene glycol 20000",10
"878","4f15c1c0eeaabc8234002b6f",8,"C0370",1,0.1,"M","Sodium thiosulfate pentahydrate",8
"879","4f15c1c0eeaabc8234002b6f",8,"C0370",2,0.1,"M","Tris",8
"880","4f15c1c0eeaabc8234002b6f",8,"C0370",3,40,"% (w/v)","polyethylene glycol 20000",8
"881","4f15c1c0eeaabc8234002b70",8,"C0371",1,0.1,"M","Zinc acetate dihydrate",6
"882","4f15c1c0eeaabc8234002b70",8,"C0371",2,0.1,"M","MES monohydrate",6
"883","4f15c1c0eeaabc8234002b70",8,"C0371",3,40,"% (w/v)","polyethylene glycol 20000",6
"884","4f15c1c0eeaabc8234002b71",8,"C0372",1,0.09,"M","Sodium acetate trihydrate",4.6
"885","4f15c1c0eeaabc8234002b71",8,"C0372",2,25.5,"% (w/v)","polyethylene glycol 4000",4.6
"886","4f15c1c0eeaabc8234002b71",8,"C0372",3,15,"% (v/v)","Glycerol anhydrous",4.6
"887","4f15c1c0eeaabc8234002b71",8,"C0372",4,0.17,"M","Ammonium acetate",4.6
"888","4f15c1c0eeaabc8234002b72",8,"C0373",1,0.7,"M","Ammonium phosphate monobasic",5.6
"889","4f15c1c0eeaabc8234002b72",8,"C0373",2,0.07,"M","Sodium citrate tribasic dihydrate",5.6
"890","4f15c1c0eeaabc8234002b72",8,"C0373",3,30,"% (v/v)","Glycerol anhydrous",5.6
"891","4f15c1c0eeaabc8234002b73",8,"C0374",1,0.18,"M","Magnesium chloride hexahydrate",7.5
"892","4f15c1c0eeaabc8234002b73",8,"C0374",2,10,"% (v/v)","Glycerol anhydrous",7.5
"893","4f15c1c0eeaabc8234002b73",8,"C0374",3,0.09,"M","HEPES-Na",7.5
"894","4f15c1c0eeaabc8234002b73",8,"C0374",4,27,"% (v/v)","Iso-propanol",7.5
"895","4f15c1c0eeaabc8234002b74",8,"C0375",1,0.2,"M","Sodium citrate tribasic dihydrate",8.5
"896","4f15c1c0eeaabc8234002b74",8,"C0375",2,0.1,"M","Tris HCl",8.5
"897","4f15c1c0eeaabc8234002b74",8,"C0375",3,30,"% (v/v)","polyethylene glycol 400",8.5
"898","4f15c1c0eeaabc8234002b75",8,"C0376",1,0.1,"M","Cobalt (II) sulfate heptahydrate",8
"899","4f15c1c0eeaabc8234002b75",8,"C0376",2,0.1,"M","Tris",8
"900","4f15c1c0eeaabc8234002b75",8,"C0376",3,20,"% (w/v)","polyethylene glycol 20000",8
"901","4f15c1c0eeaabc8234002b76",8,"C0377",1,0.1,"M","Cobalt (II) sulfate heptahydrate",5
"902","4f15c1c0eeaabc8234002b76",8,"C0377",2,0.1,"M","Sodium acetate trihydrate",5
"903","4f15c1c0eeaabc8234002b76",8,"C0377",3,20,"% (w/v)","polyethylene glycol 20000",5
"904","4f15c1c0eeaabc8234002b77",8,"C0378",1,0.1,"M","Cobalt (II) sulfate heptahydrate",4.2
"905","4f15c1c0eeaabc8234002b77",8,"C0378",2,0.1,"M","Sodium citrate tribasic dihydrate",4.2
"906","4f15c1c0eeaabc8234002b77",8,"C0378",3,20,"% (w/v)","polyethylene glycol 20000",4.2
"907","4f15c1c0eeaabc8234002b78",8,"C0379",1,0.1,"M","Lithium sulfate monohydrate",7.5
"908","4f15c1c0eeaabc8234002b78",8,"C0379",2,0.1,"M","HEPES",7.5
"909","4f15c1c0eeaabc8234002b78",8,"C0379",3,40,"% (w/v)","polyethylene glycol 20000",7.5
"910","4f15c1c0eeaabc8234002b79",8,"C0380",1,0.1,"M","Lithium sulfate monohydrate",7
"911","4f15c1c0eeaabc8234002b79",8,"C0380",2,0.1,"M","Bis-Tris Propane",7
"912","4f15c1c0eeaabc8234002b79",8,"C0380",3,40,"% (w/v)","polyethylene glycol 20000",7
"913","4f15c1c0eeaabc8234002b7a",8,"C0381",1,0.19,"M","Calcium chloride dihydrate",7.5
"914","4f15c1c0eeaabc8234002b7a",8,"C0381",2,26.6,"% (v/v)","polyethylene glycol 400",7.5
"915","4f15c1c0eeaabc8234002b7a",8,"C0381",3,5,"% (v/v)","Glycerol anhydrous",7.5
"916","4f15c1c0eeaabc8234002b7a",8,"C0381",4,0.1,"M","HEPES-Na",7.5
"917","4f15c1c0eeaabc8234002b7b",8,"C0382",1,0.1,"M","Potassium phosphate tribasic",5
"918","4f15c1c0eeaabc8234002b7b",8,"C0382",2,0.1,"M","Sodium acetate trihydrate",5
"919","4f15c1c0eeaabc8234002b7b",8,"C0382",3,20,"% (w/v)","polyethylene glycol 20000",5
"920","4f15c1c0eeaabc8234002b7c",8,"C0383",1,0.1,"M","Potassium phosphate tribasic",4.2
