cocktail_id,generation,cocktail_no,solution_component_no,concentration,units,name,ph
4f15c1beeeaabc823400180a,6,C0013,1,2.5,M,"Ammonium chloride",10
4f15c1beeeaabc823400180a,6,C0013,2,0.1,M,CAPS,10
4f15c1beeeaabc823400180b,6,C0014,1,1.25,M,"Ammonium chloride",6
4f15c1beeeaabc823400180b,6,C0014,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc823400180c,6,C0015,1,1.25,M,"Ammonium chloride",8
4f15c1beeeaabc823400180c,6,C0015,2,0.1,M,Tris,8
4f15c1beeeaabc823400180d,6,C0016,1,6.46,M,"Ammonium nitrate",4
4f15c1beeeaabc823400180d,6,C0016,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc823400180e,6,C0017,1,6.46,M,"Ammonium nitrate",9
4f15c1beeeaabc823400180e,6,C0017,2,0.1,M,TAPS,9
4f15c1beeeaabc823400180f,6,C0018,1,6.46,M,"Ammonium nitrate",10
4f15c1beeeaabc823400180f,6,C0018,2,0.1,M,CAPS,10
4f15c1beeeaabc8234001810,6,C0019,1,3.23,M,"Ammonium nitrate",6
4f15c1beeeaabc8234001810,6,C0019,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001811,6,C0020,1,3.23,M,"Ammonium nitrate",7
4f15c1beeeaabc8234001811,6,C0020,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001812,6,C0021,1,3.23,M,"Ammonium nitrate",8
4f15c1beeeaabc8234001812,6,C0021,2,0.1,M,Tris,8
4f15c1beeeaabc8234001813,6,C0022,1,0.96,M,"Ammonium phosphate monobasic",8
4f15c1beeeaabc8234001813,6,C0022,2,0.1,M,Tris,8
4f15c1beeeaabc8234001814,6,C0023,1,1.92,M,"Ammonium phosphate monobasic",4
4f15c1beeeaabc8234001814,6,C0023,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001815,6,C0024,1,1.92,M,"Ammonium phosphate monobasic",6
4f15c1beeeaabc8234001815,6,C0024,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001816,6,C0025,1,1.92,M,"Ammonium phosphate monobasic",10
4f15c1beeeaabc8234001816,6,C0025,2,0.1,M,CAPS,10
4f15c1beeeaabc8234001817,6,C0026,1,0.96,M,"Ammonium phosphate monobasic",5
4f15c1beeeaabc8234001817,6,C0026,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001818,6,C0027,1,0.96,M,"Ammonium phosphate monobasic",7
4f15c1beeeaabc8234001818,6,C0027,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001819,6,C0028,1,0.96,M,"Ammonium phosphate monobasic",9
4f15c1beeeaabc8234001819,6,C0028,2,0.1,M,TAPS,9
4f15c1beeeaabc823400181a,6,C0029,1,2.13,M,"Ammonium phosphate dibasic",7
4f15c1beeeaabc823400181a,6,C0029,2,0.1,M,MOPS,7
4f15c1beeeaabc823400181b,6,C0030,1,3.2,M,"Ammonium phosphate dibasic",8
4f15c1beeeaabc823400181b,6,C0030,2,0.1,M,Tris,8
4f15c1beeeaabc823400181c,6,C0031,1,3.2,M,"Ammonium phosphate dibasic",9
4f15c1beeeaabc823400181c,6,C0031,2,0.1,M,TAPS,9
4f15c1beeeaabc823400181d,6,C0032,1,2.13,M,"Ammonium phosphate dibasic",6
4f15c1beeeaabc823400181d,6,C0032,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc823400181e,6,C0033,1,2.13,M,"Ammonium phosphate dibasic",7.5
4f15c1beeeaabc823400181e,6,C0033,2,0.1,M,HEPES,7.5
4f15c1beeeaabc823400181f,6,C0034,1,1.07,M,"Ammonium phosphate dibasic",4
4f15c1beeeaabc823400181f,6,C0034,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001820,6,C0035,1,1.07,M,"Ammonium phosphate dibasic",5
4f15c1beeeaabc8234001820,6,C0035,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001821,6,C0036,1,1.07,M,"Ammonium phosphate dibasic",9
4f15c1beeeaabc8234001821,6,C0036,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001822,6,C0037,1,3.42,M,"Ammonium sulfate",4
4f15c1beeeaabc8234001822,6,C0037,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001823,6,C0038,1,3.42,M,"Ammonium sulfate",5
4f15c1beeeaabc8234001823,6,C0038,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001824,6,C0039,1,3.42,M,"Ammonium sulfate",7
4f15c1beeeaabc8234001824,6,C0039,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001825,6,C0040,1,2.28,M,"Ammonium sulfate",7.5
4f15c1beeeaabc8234001825,6,C0040,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001826,6,C0041,1,2.28,M,"Ammonium sulfate",8
4f15c1beeeaabc8234001826,6,C0041,2,0.1,M,Tris,8
4f15c1beeeaabc8234001827,6,C0042,1,1.14,M,"Ammonium sulfate",6
4f15c1beeeaabc8234001827,6,C0042,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001828,6,C0043,1,1.14,M,"Ammonium sulfate",9
4f15c1beeeaabc8234001828,6,C0043,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001829,6,C0044,1,1.14,M,"Ammonium sulfate",10
4f15c1beeeaabc8234001829,6,C0044,2,0.1,M,CAPS,10
4f15c1beeeaabc823400182a,6,C0045,1,1.09,M,"Calcium acetate",7
4f15c1beeeaabc823400182a,6,C0045,2,0.1,M,MOPS,7
4f15c1beeeaabc823400182b,6,C0046,1,0.55,M,"Calcium acetate",6
4f15c1beeeaabc823400182b,6,C0046,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc823400182c,6,C0047,1,0.55,M,"Calcium acetate",5
4f15c1beeeaabc823400182c,6,C0047,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400182d,6,C0048,1,3.57,M,"Calcium chloride dihydrate",5
4f15c1beeeaabc823400182d,6,C0048,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400182e,6,C0049,1,0.02,M,"Calcium chloride dihydrate",4.6
4f15c1beeeaabc823400182e,6,C0049,2,0.1,M,"Sodium acetate trihydrate",4.6
4f15c1beeeaabc823400182e,6,C0049,3,30,"% (v/v)",MPD,4.6
4f15c1beeeaabc823400182f,6,C0050,1,35,"% (v/v)","Glycerol anhydrous",7.51
4f15c1beeeaabc823400182f,6,C0050,2,0.26,M,"Potassium sodium tartrate tetrahydrate",7.51
4f15c1beeeaabc8234001830,6,C0051,1,0.26,M,"Ammonium phosphate monobasic",4.29
4f15c1beeeaabc8234001830,6,C0051,2,35,"% (v/v)","Glycerol anhydrous",4.29
4f15c1beeeaabc8234001831,6,C0052,1,5.6,M,"Lithium bromide",5
4f15c1beeeaabc8234001831,6,C0052,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001832,6,C0053,1,5.6,M,"Lithium bromide",4
4f15c1beeeaabc8234001832,6,C0053,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001833,6,C0054,1,3.73,M,"Lithium bromide",6
4f15c1beeeaabc8234001833,6,C0054,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001834,6,C0055,1,3.73,M,"Lithium bromide",7
4f15c1beeeaabc8234001834,6,C0055,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001835,6,C0056,1,1.87,M,"Lithium bromide",4
4f15c1beeeaabc8234001835,6,C0056,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001836,6,C0057,1,1.87,M,"Lithium bromide",8
4f15c1beeeaabc8234001836,6,C0057,2,0.1,M,Tris,8
4f15c1beeeaabc8234001837,6,C0058,1,1.87,M,"Lithium bromide",9
4f15c1beeeaabc8234001837,6,C0058,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001838,6,C0059,1,6.62,M,"Lithium chloride",5
4f15c1beeeaabc8234001838,6,C0059,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001839,6,C0060,1,6.62,M,"Lithium chloride",7.5
4f15c1beeeaabc8234001839,6,C0060,2,0.1,M,HEPES,7.5
4f15c1beeeaabc823400183a,6,C0061,1,6.62,M,"Lithium chloride",10
4f15c1beeeaabc823400183a,6,C0061,2,0.1,M,CAPS,10
4f15c1beeeaabc823400183b,6,C0062,1,4.42,M,"Lithium chloride",6
4f15c1beeeaabc823400183b,6,C0062,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc823400183c,6,C0063,1,4.42,M,"Lithium chloride",7
4f15c1beeeaabc823400183c,6,C0063,2,0.1,M,MOPS,7
4f15c1beeeaabc823400183d,6,C0064,1,4.42,M,"Lithium chloride",8
4f15c1beeeaabc823400183d,6,C0064,2,0.1,M,Tris,8
4f15c1beeeaabc823400183e,6,C0065,1,2.21,M,"Lithium chloride",4
4f15c1beeeaabc823400183e,6,C0065,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc823400183f,6,C0066,1,2.21,M,"Lithium chloride",9
4f15c1beeeaabc823400183f,6,C0066,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001840,6,C0067,1,2.69,M,"Magnesium acetate tetrahydrate",7
4f15c1beeeaabc8234001840,6,C0067,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001841,6,C0068,1,2.69,M,"Magnesium acetate tetrahydrate",9
4f15c1beeeaabc8234001841,6,C0068,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001842,6,C0069,1,1.79,M,"Magnesium acetate tetrahydrate",4
4f15c1beeeaabc8234001842,6,C0069,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001843,6,C0070,1,1.79,M,"Magnesium acetate tetrahydrate",6
4f15c1beeeaabc8234001843,6,C0070,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001844,6,C0071,1,1.79,M,"Magnesium acetate tetrahydrate",8
4f15c1beeeaabc8234001844,6,C0071,2,0.1,M,Tris,8
4f15c1beeeaabc8234001845,6,C0072,1,0.9,M,"Magnesium acetate tetrahydrate",5
4f15c1beeeaabc8234001845,6,C0072,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001846,6,C0073,1,0.9,M,"Magnesium acetate tetrahydrate",7
4f15c1beeeaabc8234001846,6,C0073,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001847,6,C0074,1,3.73,M,"Magnesium chloride hexahydrate",5
4f15c1beeeaabc8234001847,6,C0074,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001848,6,C0075,1,3.73,M,"Magnesium chloride hexahydrate",4
4f15c1beeeaabc8234001848,6,C0075,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001849,6,C0076,1,2.48,M,"Magnesium chloride hexahydrate",7.5
4f15c1beeeaabc8234001849,6,C0076,2,0.1,M,HEPES,7.5
4f15c1beeeaabc823400184a,6,C0077,1,2.48,M,"Magnesium chloride hexahydrate",8
4f15c1beeeaabc823400184a,6,C0077,2,0.1,M,Tris,8
4f15c1beeeaabc823400184b,6,C0078,1,1.24,M,"Magnesium chloride hexahydrate",4
4f15c1beeeaabc823400184b,6,C0078,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc823400184c,6,C0079,1,1.24,M,"Magnesium chloride hexahydrate",6
4f15c1beeeaabc823400184c,6,C0079,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc823400184d,6,C0080,1,1.24,M,"Magnesium chloride hexahydrate",7
4f15c1beeeaabc823400184d,6,C0080,2,0.1,M,MOPS,7
4f15c1beeeaabc823400184e,6,C0081,1,1.59,M,"Magnesium sulfate heptahydrate",9
4f15c1beeeaabc823400184e,6,C0081,2,0.1,M,TAPS,9
4f15c1beeeaabc823400184f,6,C0082,1,1.59,M,"Magnesium sulfate heptahydrate",8
4f15c1beeeaabc823400184f,6,C0082,2,0.1,M,Tris,8
4f15c1beeeaabc8234001850,6,C0083,1,1.06,M,"Magnesium sulfate heptahydrate",7
4f15c1beeeaabc8234001850,6,C0083,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001851,6,C0084,1,0.53,M,"Magnesium sulfate heptahydrate",5
4f15c1beeeaabc8234001851,6,C0084,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001852,6,C0085,1,0.53,M,"Magnesium sulfate heptahydrate",7.5
4f15c1beeeaabc8234001852,6,C0085,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001853,6,C0086,1,0.53,M,"Magnesium sulfate heptahydrate",8
4f15c1beeeaabc8234001853,6,C0086,2,0.1,M,Tris,8
4f15c1beeeaabc8234001854,6,C0087,1,3.82,M,"Manganese chloride tetrahydrate",4
4f15c1beeeaabc8234001854,6,C0087,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001855,6,C0088,1,3.82,M,"Manganese chloride tetrahydrate",8
4f15c1beeeaabc8234001855,6,C0088,2,0.1,M,Tris,8
4f15c1beeeaabc8234001856,6,C0089,1,3.82,M,"Manganese chloride tetrahydrate",5
4f15c1beeeaabc8234001856,6,C0089,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001857,6,C0090,1,2.54,M,"Manganese chloride tetrahydrate",5
4f15c1beeeaabc8234001857,6,C0090,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001858,6,C0091,1,2.54,M,"Manganese chloride tetrahydrate",4
4f15c1beeeaabc8234001858,6,C0091,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001859,6,C0092,1,1.27,M,"Manganese chloride tetrahydrate",4
4f15c1beeeaabc8234001859,6,C0092,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc823400185a,6,C0093,1,1.27,M,"Manganese chloride tetrahydrate",5
4f15c1beeeaabc823400185a,6,C0093,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400185b,6,C0094,1,8.64,M,"Potassium acetate",8
4f15c1beeeaabc823400185b,6,C0094,2,0.1,M,Tris,8
4f15c1beeeaabc823400185c,6,C0095,1,8.64,M,"Potassium acetate",9
4f15c1beeeaabc823400185c,6,C0095,2,0.1,M,TAPS,9
4f15c1beeeaabc823400185d,6,C0096,1,5.76,M,"Potassium acetate",4
4f15c1beeeaabc823400185d,6,C0096,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc823400185e,6,C0097,1,5.76,M,"Potassium acetate",5
4f15c1beeeaabc823400185e,6,C0097,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400185f,6,C0098,1,5.76,M,"Potassium acetate",7.5
4f15c1beeeaabc823400185f,6,C0098,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001860,6,C0099,1,2.88,M,"Potassium acetate",6
4f15c1beeeaabc8234001860,6,C0099,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001861,6,C0100,1,2.88,M,"Potassium acetate",7
4f15c1beeeaabc8234001861,6,C0100,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001862,6,C0101,1,2.88,M,"Potassium acetate",10
4f15c1beeeaabc8234001862,6,C0101,2,0.1,M,CAPS,10
4f15c1beeeaabc8234001863,6,C0102,1,4,M,"Potassium bromide",5
4f15c1beeeaabc8234001863,6,C0102,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001864,6,C0103,1,4,M,"Potassium bromide",8
4f15c1beeeaabc8234001864,6,C0103,2,0.1,M,Tris,8
4f15c1beeeaabc8234001865,6,C0104,1,2.66,M,"Potassium bromide",6
4f15c1beeeaabc8234001865,6,C0104,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001866,6,C0105,1,2.66,M,"Potassium bromide",7
4f15c1beeeaabc8234001866,6,C0105,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001867,6,C0106,1,2.66,M,"Potassium bromide",10
4f15c1beeeaabc8234001867,6,C0106,2,0.1,M,CAPS,10
4f15c1beeeaabc8234001868,6,C0107,1,1.33,M,"Potassium bromide",4
4f15c1beeeaabc8234001868,6,C0107,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001869,6,C0108,1,1.33,M,"Potassium bromide",7.5
4f15c1beeeaabc8234001869,6,C0108,2,0.1,M,HEPES,7.5
4f15c1beeeaabc823400186a,6,C0109,1,1.33,M,"Potassium bromide",9
4f15c1beeeaabc823400186a,6,C0109,2,0.1,M,TAPS,9
4f15c1beeeaabc823400186b,6,C0110,1,2.54,M,"Potassium carbonate",4
4f15c1beeeaabc823400186b,6,C0110,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc823400186c,6,C0111,1,2.54,M,"Potassium carbonate",7
4f15c1beeeaabc823400186c,6,C0111,2,0.1,M,MOPS,7
4f15c1beeeaabc823400186d,6,C0112,1,2.54,M,"Potassium carbonate",8
4f15c1beeeaabc823400186d,6,C0112,2,0.1,M,Tris,8
4f15c1beeeaabc823400186e,6,C0113,1,1.69,M,"Potassium carbonate",5
4f15c1beeeaabc823400186e,6,C0113,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400186f,6,C0114,1,1.69,M,"Potassium carbonate",7.5
4f15c1beeeaabc823400186f,6,C0114,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001870,6,C0115,1,1.69,M,"Potassium carbonate",9
4f15c1beeeaabc8234001870,6,C0115,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001871,6,C0116,1,0.85,M,"Potassium carbonate",6
4f15c1beeeaabc8234001871,6,C0116,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001872,6,C0117,1,0.85,M,"Potassium carbonate",10
4f15c1beeeaabc8234001872,6,C0117,2,0.1,M,CAPS,10
4f15c1beeeaabc8234001873,6,C0118,1,2.32,M,"Potassium chloride",4
4f15c1beeeaabc8234001873,6,C0118,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001874,6,C0119,1,2.32,M,"Potassium chloride",7
4f15c1beeeaabc8234001874,6,C0119,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001875,6,C0120,1,2.32,M,"Potassium chloride",7.5
4f15c1beeeaabc8234001875,6,C0120,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001876,6,C0121,1,1.55,M,"Potassium chloride",6
4f15c1beeeaabc8234001876,6,C0121,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001877,6,C0122,1,1.55,M,"Potassium chloride",8
4f15c1beeeaabc8234001877,6,C0122,2,0.1,M,Tris,8
4f15c1beeeaabc8234001878,6,C0123,1,1.55,M,"Potassium chloride",9
4f15c1beeeaabc8234001878,6,C0123,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001879,6,C0124,1,0.77,M,"Potassium chloride",5
4f15c1beeeaabc8234001879,6,C0124,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400187a,6,C0125,1,0.77,M,"Potassium chloride",10
4f15c1beeeaabc823400187a,6,C0125,2,0.1,M,CAPS,10
4f15c1beeeaabc823400187b,6,C0126,1,0.89,M,"Potassium nitrate",5
4f15c1beeeaabc823400187b,6,C0126,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400187c,6,C0127,1,0.89,M,"Potassium nitrate",9
4f15c1beeeaabc823400187c,6,C0127,2,0.1,M,TAPS,9
4f15c1beeeaabc823400187d,6,C0128,1,0.89,M,"Potassium nitrate",8
4f15c1beeeaabc823400187d,6,C0128,2,0.1,M,Tris,8
4f15c1beeeaabc823400187e,6,C0129,1,1.78,M,"Potassium nitrate",5
4f15c1beeeaabc823400187e,6,C0129,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400187f,6,C0130,1,0.89,M,"Potassium nitrate",4
4f15c1beeeaabc823400187f,6,C0130,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001880,6,C0131,1,0.89,M,"Potassium nitrate",7.5
4f15c1beeeaabc8234001880,6,C0131,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001881,6,C0132,1,0.89,M,"Potassium nitrate",10
4f15c1beeeaabc8234001881,6,C0132,2,0.1,M,CAPS,10
4f15c1beeeaabc8234001882,6,C0133,1,1.28,M,"Potassium phosphate monobasic",8
4f15c1beeeaabc8234001882,6,C0133,2,0.1,M,Tris,8
4f15c1beeeaabc8234001883,6,C0134,1,0.85,M,"Potassium phosphate monobasic",7
4f15c1beeeaabc8234001883,6,C0134,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001884,6,C0135,1,0.85,M,"Potassium phosphate monobasic",7.5
4f15c1beeeaabc8234001884,6,C0135,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001885,6,C0136,1,0.85,M,"Potassium phosphate monobasic",10
4f15c1beeeaabc8234001885,6,C0136,2,0.1,M,CAPS,10
4f15c1beeeaabc8234001886,6,C0137,1,0.43,M,"Potassium phosphate monobasic",4
4f15c1beeeaabc8234001886,6,C0137,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001887,6,C0138,1,0.43,M,"Potassium phosphate monobasic",6
4f15c1beeeaabc8234001887,6,C0138,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001888,6,C0139,1,0.43,M,"Potassium phosphate monobasic",9
4f15c1beeeaabc8234001888,6,C0139,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001889,6,C0140,1,9.5,M,"Potassium thiocyanate",4
4f15c1beeeaabc8234001889,6,C0140,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc823400188a,6,C0141,1,9.5,M,"Potassium thiocyanate",6
4f15c1beeeaabc823400188a,6,C0141,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc823400188b,6,C0142,1,6.34,M,"Potassium thiocyanate",5
4f15c1beeeaabc823400188b,6,C0142,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc823400188c,6,C0143,1,6.34,M,"Potassium thiocyanate",8
4f15c1beeeaabc823400188c,6,C0143,2,0.1,M,Tris,8
4f15c1beeeaabc823400188d,6,C0144,1,6.34,M,"Potassium thiocyanate",10
4f15c1beeeaabc823400188d,6,C0144,2,0.1,M,CAPS,10
4f15c1beeeaabc823400188e,6,C0145,1,3.17,M,"Potassium thiocyanate",7
4f15c1beeeaabc823400188e,6,C0145,2,0.1,M,MOPS,7
4f15c1beeeaabc823400188f,6,C0146,1,3.17,M,"Potassium thiocyanate",7.5
4f15c1beeeaabc823400188f,6,C0146,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001890,6,C0147,1,3.17,M,"Potassium thiocyanate",9
4f15c1beeeaabc8234001890,6,C0147,2,0.1,M,TAPS,9
4f15c1beeeaabc8234001891,6,C0148,1,2.85,M,"Rubidium chloride",5
4f15c1beeeaabc8234001891,6,C0148,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001892,6,C0149,1,1.9,M,"Rubidium chloride",4
4f15c1beeeaabc8234001892,6,C0149,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001893,6,C0150,1,1.9,M,"Rubidium chloride",6
4f15c1beeeaabc8234001893,6,C0150,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001894,6,C0151,1,5.14,M,"Sodium bromide",4
4f15c1beeeaabc8234001894,6,C0151,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc8234001895,6,C0152,1,5.14,M,"Sodium bromide",5
4f15c1beeeaabc8234001895,6,C0152,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc8234001896,6,C0153,1,5.14,M,"Sodium bromide",6
4f15c1beeeaabc8234001896,6,C0153,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc8234001897,6,C0154,1,3.43,M,"Sodium bromide",7
4f15c1beeeaabc8234001897,6,C0154,2,0.1,M,MOPS,7
4f15c1beeeaabc8234001898,6,C0155,1,3.43,M,"Sodium bromide",7.5
4f15c1beeeaabc8234001898,6,C0155,2,0.1,M,HEPES,7.5
4f15c1beeeaabc8234001899,6,C0156,1,3.43,M,"Sodium bromide",8
4f15c1beeeaabc8234001899,6,C0156,2,0.1,M,Tris,8
4f15c1beeeaabc823400189a,6,C0157,1,1.71,M,"Sodium bromide",9
4f15c1beeeaabc823400189a,6,C0157,2,0.1,M,TAPS,9
4f15c1beeeaabc823400189b,6,C0158,1,1.71,M,"Sodium bromide",10
4f15c1beeeaabc823400189b,6,C0158,2,0.1,M,CAPS,10
4f15c1beeeaabc823400189c,6,C0159,1,4.48,M,"Sodium chloride",6
4f15c1beeeaabc823400189c,6,C0159,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc823400189d,6,C0160,1,4.48,M,"Sodium chloride",7.5
4f15c1beeeaabc823400189d,6,C0160,2,0.1,M,HEPES,7.5
4f15c1beeeaabc823400189e,6,C0161,1,4.48,M,"Sodium chloride",10
4f15c1beeeaabc823400189e,6,C0161,2,0.1,M,CAPS,10
4f15c1beeeaabc823400189f,6,C0162,1,2.99,M,"Sodium chloride",4
4f15c1beeeaabc823400189f,6,C0162,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc82340018a0,6,C0163,1,2.99,M,"Sodium chloride",5
4f15c1beeeaabc82340018a0,6,C0163,2,0.1,M,"Sodium acetate trihydrate",5
4f15c1beeeaabc82340018a1,6,C0164,1,1.49,M,"Sodium chloride",7
4f15c1beeeaabc82340018a1,6,C0164,2,0.1,M,MOPS,7
4f15c1beeeaabc82340018a2,6,C0165,1,1.49,M,"Sodium chloride",8
4f15c1beeeaabc82340018a2,6,C0165,2,0.1,M,Tris,8
4f15c1beeeaabc82340018a3,6,C0166,1,1.49,M,"Sodium chloride",9
4f15c1beeeaabc82340018a3,6,C0166,2,0.1,M,TAPS,9
4f15c1beeeaabc82340018a4,6,C0167,1,2.03,M,"Sodium molybdate dihydrate",6
4f15c1beeeaabc82340018a4,6,C0167,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc82340018a5,6,C0168,1,2.03,M,"Sodium molybdate dihydrate",7.5
4f15c1beeeaabc82340018a5,6,C0168,2,0.1,M,HEPES,7.5
4f15c1beeeaabc82340018a6,6,C0169,1,1.35,M,"Sodium molybdate dihydrate",7
4f15c1beeeaabc82340018a6,6,C0169,2,0.1,M,MOPS,7
4f15c1beeeaabc82340018a7,6,C0170,1,1.35,M,"Sodium molybdate dihydrate",9
4f15c1beeeaabc82340018a7,6,C0170,2,0.1,M,TAPS,9
4f15c1beeeaabc82340018a8,6,C0171,1,0.68,M,"Sodium molybdate dihydrate",4
4f15c1beeeaabc82340018a8,6,C0171,2,0.1,M,"Sodium citrate tribasic dihydrate",4
4f15c1beeeaabc82340018a9,6,C0172,1,0.68,M,"Sodium molybdate dihydrate",8
4f15c1beeeaabc82340018a9,6,C0172,2,0.1,M,Tris,8
4f15c1beeeaabc82340018aa,6,C0173,1,0.68,M,"Sodium molybdate dihydrate",10
4f15c1beeeaabc82340018aa,6,C0173,2,0.1,M,CAPS,10
4f15c1beeeaabc82340018ab,6,C0174,1,3.9,M,"Sodium nitrate",6
4f15c1beeeaabc82340018ab,6,C0174,2,0.1,M,"MES hydrate",6
4f15c1beeeaabc82340018ac,6,C0175,1,3.9,M,"Sodium nitrate",7.5
4f15c1beeeaabc82340018ac,6,C0175,2,0.1,M,HEPES,7.5
4f15c1beeeaabc82340018ad,6,C0176,1,2.6,M,"Sodium nitrate",5
